target,candidate,score
"Iowa Upends No. 12 Louisville 76-71 (AP) AP - Jeff Horner scored 11 points in a 4 1/2-minute span of the second half, part of a nine-minute stretch when Iowa held No. 12 Louisville without a field goal in the Hawkeyes' 76-71 victory Monday in the opening round of the Maui Invitational.","In an exhilarating college basketball matchup, [Team A] triumphed over [Team B] with a final score of [Score A] to [Score B], featuring standout performances by [Player 1], who contributed an impressive [Points 1] points, and [Player 2], who commanded the court with [Rebounds 2] rebounds.",0.5
"The college basketball match showcased an exhilarating battle, with Team A clinching victory by outscoring Team B 72-68; standout players exhibited remarkable skill, securing crucial points in high-pressure moments.","Iowa Upends No. 12 Louisville 76-71 (AP) AP - Jeff Horner scored 11 points in a 4 1/2-minute span of the second half, part of a nine-minute stretch when Iowa held No. 12 Louisville without a field goal in the Hawkeyes' 76-71 victory Monday in the opening round of the Maui Invitational.",0.5
"The college basketball match showcased an exhilarating battle, with Team A clinching victory by outscoring Team B 72-68; standout players exhibited remarkable skill, securing crucial points in high-pressure moments.","In an exhilarating college basketball matchup, [Team A] triumphed over [Team B] with a final score of [Score A] to [Score B], featuring standout performances by [Player 1], who contributed an impressive [Points 1] points, and [Player 2], who commanded the court with [Rebounds 2] rebounds.",0.5
"In an intense college basketball clash, Team A emerged triumphant over Team B, finishing 72-68; exceptional performances from key players led to decisive scoring during critical junctures of the game.","Iowa Upends No. 12 Louisville 76-71 (AP) AP - Jeff Horner scored 11 points in a 4 1/2-minute span of the second half, part of a nine-minute stretch when Iowa held No. 12 Louisville without a field goal in the Hawkeyes' 76-71 victory Monday in the opening round of the Maui Invitational.",0.5
"In an intense college basketball clash, Team A emerged triumphant over Team B, finishing 72-68; exceptional performances from key players led to decisive scoring during critical junctures of the game.","In an exhilarating college basketball matchup, [Team A] triumphed over [Team B] with a final score of [Score A] to [Score B], featuring standout performances by [Player 1], who contributed an impressive [Points 1] points, and [Player 2], who commanded the court with [Rebounds 2] rebounds.",0.5
"In a thrilling college basketball game, [Team A] emerged victorious against [Team B] with a final score of [Score A] to [Score B], showcasing impressive performances by [Player 1], who led the scoring with [Points 1] points, and [Player 2], who dominated the boards with [Rebounds 2] rebounds.","Iowa Upends No. 12 Louisville 76-71 (AP) AP - Jeff Horner scored 11 points in a 4 1/2-minute span of the second half, part of a nine-minute stretch when Iowa held No. 12 Louisville without a field goal in the Hawkeyes' 76-71 victory Monday in the opening round of the Maui Invitational.",0.5
"In a thrilling college basketball game, [Team A] emerged victorious against [Team B] with a final score of [Score A] to [Score B], showcasing impressive performances by [Player 1], who led the scoring with [Points 1] points, and [Player 2], who dominated the boards with [Rebounds 2] rebounds.","In an exhilarating college basketball matchup, [Team A] triumphed over [Team B] with a final score of [Score A] to [Score B], featuring standout performances by [Player 1], who contributed an impressive [Points 1] points, and [Player 2], who commanded the court with [Rebounds 2] rebounds.",0.5
"In an exhilarating college basketball matchup, [Team A] triumphed over [Team B] with a final score of [Score A] to [Score B], featuring standout performances by [Player 1], who contributed an impressive [Points 1] points, and [Player 2], who commanded the court with [Rebounds 2] rebounds.","Iowa Upends No. 12 Louisville 76-71 (AP) AP - Jeff Horner scored 11 points in a 4 1/2-minute span of the second half, part of a nine-minute stretch when Iowa held No. 12 Louisville without a field goal in the Hawkeyes' 76-71 victory Monday in the opening round of the Maui Invitational.",0.5
"In an exhilarating college basketball matchup, [Team A] triumphed over [Team B] with a final score of [Score A] to [Score B], featuring standout performances by [Player 1], who contributed an impressive [Points 1] points, and [Player 2], who commanded the court with [Rebounds 2] rebounds.","In a thrilling college basketball game, [Team A] emerged victorious against [Team B] with a final score of [Score A] to [Score B], showcasing impressive performances by [Player 1], who led the scoring with [Points 1] points, and [Player 2], who dominated the boards with [Rebounds 2] rebounds.",0.5
"""Duke won last night's game with a buzzer-beating three-pointer, capping off a dominant performance with 90 points and strong defense against their rival team."" #CollegeBasketball","Iowa Upends No. 12 Louisville 76-71 (AP) AP - Jeff Horner scored 11 points in a 4 1/2-minute span of the second half, part of a nine-minute stretch when Iowa held No. 12 Louisville without a field goal in the Hawkeyes' 76-71 victory Monday in the opening round of the Maui Invitational.",0.5
"""Duke won last night's game with a buzzer-beating three-pointer, capping off a dominant performance with 90 points and strong defense against their rival team."" #CollegeBasketball","In a thrilling college basketball game, [Team A] emerged victorious against [Team B] with a final score of [Score A] to [Score B], showcasing impressive performances by [Player 1], who led the scoring with [Points 1] points, and [Player 2], who dominated the boards with [Rebounds 2] rebounds.",0.5
